Via de acceso;Tipo de dato;Gastos y duración media de los viajes;Periodo;Total
Puerto;Tasa de variación anual;Gasto medio por persona;2023M04;-29,02
Puerto;Tasa de variación anual;Gasto medio por persona;2023M03;-39,79
Puerto;Tasa de variación anual;Gasto medio por persona;2023M02;-48,65
Puerto;Tasa de variación anual;Gasto medio por persona;2023M01;-15,71
Puerto;Tasa de variación anual;Gasto medio por persona;2022M12;-32,48
Puerto;Tasa de variación anual;Gasto medio por persona;2022M11;-39,73
Puerto;Tasa de variación anual;Gasto medio por persona;2022M10;1,74
Puerto;Tasa de variación anual;Gasto medio por persona;2022M09;-3,37
Puerto;Tasa de variación anual;Gasto medio por persona;2022M08;-15,77
Puerto;Tasa de variación anual;Gasto medio por persona;2022M07;-36,63
Puerto;Tasa de variación anual;Gasto medio por persona;2022M06;-25,82
Puerto;Tasa de variación anual;Gasto medio por persona;2022M05;-26,51
Puerto;Tasa de variación anual;Gasto medio por persona;2022M04;-23,08
Puerto;Tasa de variación anual;Gasto medio por persona;2022M03;-35,56
Puerto;Tasa de variación anual;Gasto medio por persona;2022M02;22,05
Puerto;Tasa de variación anual;Gasto medio por persona;2022M01;0,86
Puerto;Tasa de variación anual;Gasto medio por persona;2021M12;15,49
Puerto;Tasa de variación anual;Gasto medio por persona;2021M11;11,04
Puerto;Tasa de variación anual;Gasto medio por persona;2021M10;-33,10
Puerto;Tasa de variación anual;Gasto medio por persona;2021M09;-27,08
Puerto;Tasa de variación anual;Gasto medio por persona;2021M08;-31,16
Puerto;Tasa de variación anual;Gasto medio por persona;2021M07;58,36
Puerto;Tasa de variación anual;Gasto medio por persona;2021M06;-25,23
Puerto;Tasa de variación anual;Gasto medio por persona;2021M05;..
Puerto;Tasa de variación anual;Gasto medio por persona;2021M04;..
Puerto;Tasa de variación anual;Gasto medio por persona;2021M03;140,47
Puerto;Tasa de variación anual;Gasto medio por persona;2021M02;126,03
Puerto;Tasa de variación anual;Gasto medio por persona;2021M01;57,63
Puerto;Tasa de variación anual;Gasto medio por persona;2020M12;52,58
Puerto;Tasa de variación anual;Gasto medio por persona;2020M11;66,10
Puerto;Tasa de variación anual;Gasto medio por persona;2020M10;66,11
Puerto;Tasa de variación anual;Gasto medio por persona;2020M09;22,13
Puerto;Tasa de variación anual;Gasto medio por persona;2020M08;134,10
Puerto;Tasa de variación anual;Gasto medio por persona;2020M07;9,10
Puerto;Tasa de variación anual;Gasto medio por persona;2020M06;103,02
Puerto;Tasa de variación anual;Gasto medio por persona;2020M05;-100,00
Puerto;Tasa de variación anual;Gasto medio por persona;2020M04;-100,00
Puerto;Tasa de variación anual;Gasto medio por persona;2020M03;4,57
Puerto;Tasa de variación anual;Gasto medio por persona;2020M02;8,51
Puerto;Tasa de variación anual;Gasto medio por persona;2020M01;-16,38
Puerto;Tasa de variación anual;Gasto medio por persona;2019M12;-17,99
Puerto;Tasa de variación anual;Gasto medio por persona;2019M11;-44,57
Puerto;Tasa de variación anual;Gasto medio por persona;2019M10;-32,45
Puerto;Tasa de variación anual;Gasto medio por persona;2019M09;-16,54
Puerto;Tasa de variación anual;Gasto medio por persona;2019M08;4,01
Puerto;Tasa de variación anual;Gasto medio por persona;2019M07;-29,77
Puerto;Tasa de variación anual;Gasto medio por persona;2019M06;-25,28
Puerto;Tasa de variación anual;Gasto medio por persona;2019M05;-5,83
Puerto;Tasa de variación anual;Gasto medio por persona;2019M04;2,22
Puerto;Tasa de variación anual;Gasto medio por persona;2019M03;-19,22
Puerto;Tasa de variación anual;Gasto medio por persona;2019M02;-32,93
Puerto;Tasa de variación anual;Gasto medio por persona;2019M01;-0,37
Puerto;Tasa de variación anual;Gasto medio por persona;2018M12;-28,15
Puerto;Tasa de variación anual;Gasto medio por persona;2018M11;4,48
Puerto;Tasa de variación anual;Gasto medio por persona;2018M10;-3,92
Puerto;Tasa de variación anual;Gasto medio por persona;2018M09;1,77
Puerto;Tasa de variación anual;Gasto medio por persona;2018M08;-19,07
Puerto;Tasa de variación anual;Gasto medio por persona;2018M07;21,23
Puerto;Tasa de variación anual;Gasto medio por persona;2018M06;-11,54
Puerto;Tasa de variación anual;Gasto medio por persona;2018M05;-2,50
Puerto;Tasa de variación anual;Gasto medio por persona;2018M04;8,62
Puerto;Tasa de variación anual;Gasto medio por persona;2018M03;18,17
Puerto;Tasa de variación anual;Gasto medio por persona;2018M02;26,16
Puerto;Tasa de variación anual;Gasto medio por persona;2018M01;20,58
Puerto;Tasa de variación anual;Gasto medio por persona;2017M12;31,75
Puerto;Tasa de variación anual;Gasto medio por persona;2017M11;10,39
Puerto;Tasa de variación anual;Gasto medio por persona;2017M10;-17,25
Puerto;Tasa de variación anual;Gasto medio por persona;2017M09;-7,09
Puerto;Tasa de variación anual;Gasto medio por persona;2017M08;-6,40
Puerto;Tasa de variación anual;Gasto medio por persona;2017M07;18,27
Puerto;Tasa de variación anual;Gasto medio por persona;2017M06;-1,51
Puerto;Tasa de variación anual;Gasto medio por persona;2017M05;-20,91
Puerto;Tasa de variación anual;Gasto medio por persona;2017M04;-17,05
Puerto;Tasa de variación anual;Gasto medio por persona;2017M03;21,10
Puerto;Tasa de variación anual;Gasto medio por persona;2017M02;-12,44
Puerto;Tasa de variación anual;Gasto medio por persona;2017M01;-9,01
Puerto;Tasa de variación anual;Gasto medio por persona;2016M12;-17,57
Puerto;Tasa de variación anual;Gasto medio por persona;2016M11;8,49
Puerto;Tasa de variación anual;Gasto medio por persona;2016M10;27,98
Puerto;Tasa de variación anual;Gasto medio por persona;2016M09;4,99
Puerto;Tasa de variación anual;Gasto medio por persona;2016M08;24,57
Puerto;Tasa de variación anual;Gasto medio por persona;2016M07;-23,98
Puerto;Tasa de variación anual;Gasto medio por persona;2016M06;-12,20
Puerto;Tasa de variación anual;Gasto medio por persona;2016M05;53,77
Puerto;Tasa de variación anual;Gasto medio por persona;2016M04;-4,30
Puerto;Tasa de variación anual;Gasto medio por persona;2016M03;-30,41
Puerto;Tasa de variación anual;Gasto medio por persona;2016M02;-7,64
Puerto;Tasa de variación anual;Gasto medio por persona;2016M01;-14,93
Puerto;Tasa de variación anual;Gasto medio por persona;2015M12;35,46
Puerto;Tasa de variación anual;Gasto medio por persona;2015M11;9,00
Puerto;Tasa de variación anual;Gasto medio por persona;2015M10;8,25
Puerto;Tasa de variación anual;Gasto medio diario por persona;2026M07;46,12
Puerto;Tasa de variación anual;Gasto medio diario por persona;2026M06;34,72
Puerto;Tasa de variación anual;Gasto medio diario por persona;2026M05;38,22
Puerto;Tasa de variación anual;Gasto medio diario por persona;2026M04;-9,11
Puerto;Tasa de variación anual;Gasto medio diario por persona;2026M03;37,34
Puerto;Tasa de variación anual;Gasto medio diario por persona;2026M02;1,28
Puerto;Tasa de variación anual;Gasto medio diario por persona;2026M01;16,11
Puerto;Tasa de variación anual;Gasto medio diario por persona;2025M12;11,77
Puerto;Tasa de variación anual;Gasto medio diario por persona;2025M11;40,75
Puerto;Tasa de variación anual;Gasto medio diario por persona;2025M10;23,46
Puerto;Tasa de variación anual;Gasto medio diario por persona;2025M09;27,03
Puerto;Tasa de variación anual;Gasto medio diario por persona;2025M08;-2,19
Puerto;Tasa de variación anual;Gasto medio diario por persona;2025M07;-8,76
Puerto;Tasa de variación anual;Gasto medio diario por persona;2025M06;11,37
Puerto;Tasa de variación anual;Gasto medio diario por persona;2025M05;0,00
Puerto;Tasa de variación anual;Gasto medio diario por persona;2025M04;-6,07
Puerto;Tasa de variación anual;Gasto medio diario por persona;2025M03;-13,28
Puerto;Tasa de variación anual;Gasto medio diario por persona;2025M02;-7,42
Puerto;Tasa de variación anual;Gasto medio diario por persona;2025M01;20,14
Puerto;Tasa de variación anual;Gasto medio diario por persona;2024M12;-0,98
Puerto;Tasa de variación anual;Gasto medio diario por persona;2024M11;-3,47
Puerto;Tasa de variación anual;Gasto medio diario por persona;2024M10;-9,38
Puerto;Tasa de variación anual;Gasto medio diario por persona;2024M09;40,54
Puerto;Tasa de variación anual;Gasto medio diario por persona;2024M08;2,93
Puerto;Tasa de variación anual;Gasto medio diario por persona;2024M07;-5,21
Puerto;Tasa de variación anual;Gasto medio diario por persona;2024M06;34,45
Puerto;Tasa de variación anual;Gasto medio diario por persona;2024M05;29,36
Puerto;Tasa de variación anual;Gasto medio diario por persona;2024M04;32,79
Puerto;Tasa de variación anual;Gasto medio diario por persona;2024M03;44,95
Puerto;Tasa de variación anual;Gasto medio diario por persona;2024M02;24,50
Puerto;Tasa de variación anual;Gasto medio diario por persona;2024M01;-7,48
Puerto;Tasa de variación anual;Gasto medio diario por persona;2023M12;11,63
Puerto;Tasa de variación anual;Gasto medio diario por persona;2023M11;14,38
Puerto;Tasa de variación anual;Gasto medio diario por persona;2023M10;23,39
Puerto;Tasa de variación anual;Gasto medio diario por persona;2023M09;-15,27
Puerto;Tasa de variación anual;Gasto medio diario por persona;2023M08;22,05
Puerto;Tasa de variación anual;Gasto medio diario por persona;2023M07;16,35
Puerto;Tasa de variación anual;Gasto medio diario por persona;2023M06;-27,89
Puerto;Tasa de variación anual;Gasto medio diario por persona;2023M05;-7,03
Puerto;Tasa de variación anual;Gasto medio diario por persona;2023M04;-18,18
Puerto;Tasa de variación anual;Gasto medio diario por persona;2023M03;-7,41
Puerto;Tasa de variación anual;Gasto medio diario por persona;2023M02;-1,21
Puerto;Tasa de variación anual;Gasto medio diario por persona;2023M01;28,16
Puerto;Tasa de variación anual;Gasto medio diario por persona;2022M12;-8,26
Puerto;Tasa de variación anual;Gasto medio diario por persona;2022M11;-3,52
Puerto;Tasa de variación anual;Gasto medio diario por persona;2022M10;17,84
Puerto;Tasa de variación anual;Gasto medio diario por persona;2022M09;40,31
Puerto;Tasa de variación anual;Gasto medio diario por persona;2022M08;42,76
Puerto;Tasa de variación anual;Gasto medio diario por persona;2022M07;21,59
Puerto;Tasa de variación anual;Gasto medio diario por persona;2022M06;59,56
Puerto;Tasa de variación anual;Gasto medio diario por persona;2022M05;1,02
Puerto;Tasa de variación anual;Gasto medio diario por persona;2022M04;27,46
Puerto;Tasa de variación anual;Gasto medio diario por persona;2022M03;12,98
Puerto;Tasa de variación anual;Gasto medio diario por persona;2022M02;5,45
Puerto;Tasa de variación anual;Gasto medio diario por persona;2022M01;7,59
Puerto;Tasa de variación anual;Gasto medio diario por persona;2021M12;27,26
Puerto;Tasa de variación anual;Gasto medio diario por persona;2021M11;24,26
Puerto;Tasa de variación anual;Gasto medio diario por persona;2021M10;13,87
Puerto;Tasa de variación anual;Gasto medio diario por persona;2021M09;3,69
Puerto;Tasa de variación anual;Gasto medio diario por persona;2021M08;3,89
Puerto;Tasa de variación anual;Gasto medio diario por persona;2021M07;6,79
Puerto;Tasa de variación anual;Gasto medio diario por persona;2021M06;-24,16
Puerto;Tasa de variación anual;Gasto medio diario por persona;2021M05;..
Puerto;Tasa de variación anual;Gasto medio diario por persona;2021M04;..
Puerto;Tasa de variación anual;Gasto medio diario por persona;2021M03;5,98
Puerto;Tasa de variación anual;Gasto medio diario por persona;2021M02;-2,26
Puerto;Tasa de variación anual;Gasto medio diario por persona;2021M01;-17,64
Puerto;Tasa de variación anual;Gasto medio diario por persona;2020M12;-19,07
Puerto;Tasa de variación anual;Gasto medio diario por persona;2020M11;-26,96
Puerto;Tasa de variación anual;Gasto medio diario por persona;2020M10;-25,64
Puerto;Tasa de variación anual;Gasto medio diario por persona;2020M09;-19,21
Puerto;Tasa de variación anual;Gasto medio diario por persona;2020M08;-34,91
Puerto;Tasa de variación anual;Gasto medio diario por persona;2020M07;-22,80
Puerto;Tasa de variación anual;Gasto medio diario por persona;2020M06;-24,25
Puerto;Tasa de variación anual;Gasto medio diario por persona;2020M05;-100,00
Puerto;Tasa de variación anual;Gasto medio diario por persona;2020M04;-100,00
Puerto;Tasa de variación anual;Gasto medio diario por persona;2020M03;-18,11
Puerto;Tasa de variación anual;Gasto medio diario por persona;2020M02;1,07
Puerto;Tasa de variación anual;Gasto medio diario por persona;2020M01;-8,57
Puerto;Tasa de variación anual;Gasto medio diario por persona;2019M12;12,83
Puerto;Tasa de variación anual;Gasto medio diario por persona;2019M11;-1,13
Puerto;Tasa de variación anual;Gasto medio diario por persona;2019M10;-25,15
Puerto;Tasa de variación anual;Gasto medio diario por persona;2019M09;-17,15
Puerto;Tasa de variación anual;Gasto medio diario por persona;2019M08;4,83
Puerto;Tasa de variación anual;Gasto medio diario por persona;2019M07;-31,29
Puerto;Tasa de variación anual;Gasto medio diario por persona;2019M06;14,94
Puerto;Tasa de variación anual;Gasto medio diario por persona;2019M05;51,90
Puerto;Tasa de variación anual;Gasto medio diario por persona;2019M04;-4,93
Puerto;Tasa de variación anual;Gasto medio diario por persona;2019M03;4,88
Puerto;Tasa de variación anual;Gasto medio diario por persona;2019M02;-22,88
Puerto;Tasa de variación anual;Gasto medio diario por persona;2019M01;-9,17
Puerto;Tasa de variación anual;Gasto medio diario por persona;2018M12;-25,66
Puerto;Tasa de variación anual;Gasto medio diario por persona;2018M11;-0,87
Puerto;Tasa de variación anual;Gasto medio diario por persona;2018M10;48,93
Puerto;Tasa de variación anual;Gasto medio diario por persona;2018M09;0,23
Puerto;Tasa de variación anual;Gasto medio diario por persona;2018M08;9,39
Puerto;Tasa de variación anual;Gasto medio diario por persona;2018M07;45,74
Puerto;Tasa de variación anual;Gasto medio diario por persona;2018M06;-4,53
Puerto;Tasa de variación anual;Gasto medio diario por persona;2018M05;3,03
Puerto;Tasa de variación anual;Gasto medio diario por persona;2018M04;26,45
Puerto;Tasa de variación anual;Gasto medio diario por persona;2018M03;9,78
Puerto;Tasa de variación anual;Gasto medio diario por persona;2018M02;60,30
Puerto;Tasa de variación anual;Gasto medio diario por persona;2018M01;16,42
Puerto;Tasa de variación anual;Gasto medio diario por persona;2017M12;43,40
Puerto;Tasa de variación anual;Gasto medio diario por persona;2017M11;25,35
Puerto;Tasa de variación anual;Gasto medio diario por persona;2017M10;2,06
Puerto;Tasa de variación anual;Gasto medio diario por persona;2017M09;6,23
Puerto;Tasa de variación anual;Gasto medio diario por persona;2017M08;-3,04
Puerto;Tasa de variación anual;Gasto medio diario por persona;2017M07;12,46
Puerto;Tasa de variación anual;Gasto medio diario por persona;2017M06;67,77
Puerto;Tasa de variación anual;Gasto medio diario por persona;2017M05;-16,91
Puerto;Tasa de variación anual;Gasto medio diario por persona;2017M04;-0,13
Puerto;Tasa de variación anual;Gasto medio diario por persona;2017M03;7,85
Puerto;Tasa de variación anual;Gasto medio diario por persona;2017M02;-2,92
Puerto;Tasa de variación anual;Gasto medio diario por persona;2017M01;-11,76
Puerto;Tasa de variación anual;Gasto medio diario por persona;2016M12;20,65
Puerto;Tasa de variación anual;Gasto medio diario por persona;2016M11;7,10
Puerto;Tasa de variación anual;Gasto medio diario por persona;2016M10;23,51
Puerto;Tasa de variación anual;Gasto medio diario por persona;2016M09;25,88
Puerto;Tasa de variación anual;Gasto medio diario por persona;2016M08;0,40
Puerto;Tasa de variación anual;Gasto medio diario por persona;2016M07;7,32
Puerto;Tasa de variación anual;Gasto medio diario por persona;2016M06;-46,24
Puerto;Tasa de variación anual;Gasto medio diario por persona;2016M05;-1,15
Puerto;Tasa de variación anual;Gasto medio diario por persona;2016M04;-1,74
Puerto;Tasa de variación anual;Gasto medio diario por persona;2016M03;-10,80
Puerto;Tasa de variación anual;Gasto medio diario por persona;2016M02;-8,60
Puerto;Tasa de variación anual;Gasto medio diario por persona;2016M01;0,57
Puerto;Tasa de variación anual;Gasto medio diario por persona;2015M12;-28,36
Puerto;Tasa de variación anual;Gasto medio diario por persona;2015M11;-18,81
